;label;text
1234;1;Guys, I want to ask. In the enrichment program, there is something called independent study—what does that actually mean? Does it just mean studying at home?
1235;1;To everyone out there, please use your money wisely. Do not spend it on buying fake license plates or installing strobe lights. Do you think that is cool? You do not have the capacity to use such things, bro.
1236;2;This is the first time I received an answer like this from a guy when I asked, “Are you brave enough to face my parents?” He replied, “Not to face them, but to embrace them.”
1237;1;To be honest, I do not like being compared in any aspect. But if you are comparing my wealth to theirs, in this case, I cannot deny it.
1238;1;Even though I have only been staying at home, my body feels sore all over
1239;2;These days, if you want to work but do not have a laptop, it must be really difficult, right?
1240;1;Guys, suppose you have a friend who you are no longer close to, someone who rarely talks to you or chats anymore, and suddenly that friend messages you just to ask for assignment answers—how would you respond?
1241;1;I wonder what it feels like to be pursued by a girl. Why has it never happened to me?
1242;1;First day of internship, I am not ready to meet new people yet.
1243;1;When do grade point averages usually come out?
1244;1;I had a morning class today, but my dream was too beautiful. Fortunately, I was not late.
1245;0;I do not need astrology. I take full responsibility for my own behavior.
1246;2;Has anyone done Beelingua A1.2 unit 1 on WH-questions? I really need help with this.
1247;1;In your opinion, is it appropriate for a girl to ask a lot of personal questions to her male best friend?
1248;1;I want a boyfriend from the same campus, please. So after class, when I am tired, there is someone to accompany me—maybe have lunch at the cafeteria, skip class and go to the mall, or just hang out. Whatever it is.
1249;2;I got close to a senior male student and we had been chatting for almost a month, but then he suddenly disappeared. He has not replied to or even read my messages. What should I do? I feel sad.
1250;2;Instead of feeling motivated when I woke up this morning, I felt drained the moment I saw the midterm questions.
1251;2;“Just search for it online, it is easy.” Easy? It took me two hours to find the answer for one case, and there were nine children in that one question—and there are four questions. Dear lecturers who verify the questions, please review them again. Do not just take questions from Chegg blindly.
1252;1;Help, my mother smells. Please give me a tutorial on how to wash a mother.
1253;2;Organizing an event but cannot pay? That is really idiotic. The volunteers were even asked to pay. The committee, student council, and the event chair disappeared without a trace. I feel really bad for the volunteers. Just attend class and go home—that is the best way to avoid toxic organizations.
1254;1;Dear girls, do you usually prefer guys who drive two-wheeled or four-wheeled vehicles?
1255;0;Are the teaching assistants also teaching in the second semester?
1256;2;I am literally very anxious right now.
1257;2;My mind was completely blank while doing the Religion CB assignment.
1258;0;It is not that I am procrastinating, it just feels more exciting when the deadline is near.
1259;0;For your information, for new students or other Binusians who may not know yet, you can see what you will study in the next semester and the overview of the subjects from the following website: https://curriculum.binus.ac.id/program/. Just search for your major, and usually the course structure can be found on page 6 or 7.
1260;2;I have never watched football my entire life, but last night I really could not take my eyes off the screen!
1261;1;What do you all think about the lecturer reviews on Twitter Binusfess? There is another commotion about it on Twitter right now.
1262;2;Do I have to commit suicide first before everyone regrets not coming to see me, greet me, or interact with me? Then they will say things like “Why did you go that far?”, “Are you okay?”, “Forgive us for not noticing your presence,” “Sorry we ignored you,” “Sorry we did not know you felt excluded.” Do I really have to sit or stand at the edge of a balcony before people realize that someone has been feeling left out?
1263;1;Bimay is slow. The solution is to use Microsoft Teams. The lecturer already created a group on Teams. But still teaches and assigns tasks via the WhatsApp group. Lack of technological skills.
1264;1;The fifth semester is really tough. I am exhausted.
1265;0;For those who know sunibgaming in real life, what is that person like? Are they just as weird as they are on suncur?
1266;2;Sometimes, attention to detail is really important. I uploaded the first version of my exam correctly, but when uploading the second version, I accidentally uploaded the question file instead. And the stupid part is I did not get the chance to check because I was rushing to add the answers (it was a timed exam). For the first time in my life, I might get no score just because of carelessness.
1267;1;Being fought for but not understanding that you are being fought for.
1268;1;I want to ask the girls, how do you regulate your period? Because I have not gotten my period for more than six months.
1269;0;Do men prefer independent women or clingy ones?
